index,Class,Subclass,Post_code,Post_NM,Main_YN,Division,ADDR,ADDR_Road
1427,부산지방우정청,고성우체국,60009150,고성개천우체국,,별정국,경상남도 고성군 개천면 명성리 625 ,경상남도 고성군 개천면 옥천로 1275-1
1428,부산지방우정청,고성우체국,60009160,고성마암우체국,,별정국,경상남도 고성군 마암면 도전리 670-16 ,경상남도 고성군 마암면 옥천로 251
1429,부산지방우정청,고성우체국,60013050,고성구만우편취급국,,취급국,경상남도 고성군 구만면 효락리 834-9,경상남도 고성군 구만면 영회로 1772
1430,부산지방우정청,남해우체국,60004340,남해우체국,총괄국,5급,경상남도 남해군 남해읍 북변리 97-8 ,경상남도 남해군 남해읍 화전로78번길 6
1431,부산지방우정청,남해우체국,60004350,남해미조우체국,,6급,경상남도 남해군 미조면 미조리 101 ,경상남도 남해군 미조면 미송로 68
1432,부산지방우정청,남해우체국,60004360,남해이동우체국,,6급,경상남도 남해군 이동면 무림리 1133-3 ,경상남도 남해군 이동면 무림로 50
1433,부산지방우정청,남해우체국,60004370,남해삼동우체국,,6급,경상남도 남해군 삼동면 지족리 258-3 ,경상남도 남해군 삼동면 동부대로1876번길 10
1434,부산지방우정청,남해우체국,60004380,남해남면우체국,,6급,경상남도 남해군 남면 당항리 1378 ,경상남도 남해군 남면 남서대로 779
1435,부산지방우정청,남해우체국,60004430,남해상주우체국,,6급,경상남도 남해군 상주면 상주리 1241-1 ,경상남도 남해군 상주면 남해대로675번길 8-7
1436,부산지방우정청,남해우체국,60004390,남해창선우체국,,별정국,경상남도 남해군 창선면 상죽리 88 ,경상남도 남해군 창선면 창선로 112
1437,부산지방우정청,남해우체국,60004400,남해서면우체국,,별정국,경상남도 남해군 서면 서상리 1185-5 ,경상남도 남해군 서면 남서대로 1661
1438,부산지방우정청,남해우체국,60004410,남해고현우체국,,별정국,경상남도 남해군 고현면 대사리 758-3 ,경상남도 남해군 고현면 탑동로 53
1439,부산지방우정청,남해우체국,60004420,남해설천우체국,,별정국,경상남도 남해군 설천면 남양리 64-6 (설천우체국),경상남도 남해군 설천로 696
1440,부산지방우정청,밀양우체국,60003290,밀양우체국,총괄국,5급,경상남도 밀양시 가곡동 597-5 ,경상남도 밀양시 중앙로 84
1441,부산지방우정청,밀양우체국,60003310,밀양내이동우체국,,6급,경상남도 밀양시 내이동 908 ,경상남도 밀양시 약산로 53
1442,부산지방우정청,밀양우체국,60003410,밀양삼문동우체국,,6급,경상남도 밀양시 삼문동 180-13 ,경상남도 밀양시 삼문중앙로3길 48
1443,부산지방우정청,밀양우체국,60003300,밀양삼랑진우체국,,6급,경상남도 밀양시 삼랑진읍 송지리 360-9 ,경상남도 밀양시 삼랑진읍 천태로 11
1444,부산지방우정청,밀양우체국,60003320,밀양하남우체국,,6급,경상남도 밀양시 하남읍 수산리 469-4 ,경상남도 밀양시 하남읍 수산중앙로 52
1445,부산지방우정청,밀양우체국,60003640,밀양무안우체국,,6급,경상남도 밀양시 무안면 무안리 813-41 ,경상남도 밀양시 무안면 사명로 511
1446,부산지방우정청,밀양우체국,60003340,밀양단장우체국,,6급,경상남도 밀양시 단장면 태룡리 405-6 ,경상남도 밀양시 단장면 표충로 355
1447,부산지방우정청,밀양우체국,60003330,밀양산내우체국,,별정국,경상남도 밀양시 산내면 송백리 1325 ,경상남도 밀양시 산내면 산내로 352
1448,부산지방우정청,밀양우체국,60003350,밀양산외우체국,,별정국,경상남도 밀양시 산외면 금곡리 89-18 ,경상남도 밀양시 산외면 산외로 702-1
1449,부산지방우정청,밀양우체국,60003360,밀양상남우체국,,별정국,경상남도 밀양시 상남면 평촌리 694-15 ,경상남도 밀양시 상남면 평촌중앙로 34
1450,부산지방우정청,밀양우체국,60003370,밀양초동우체국,,별정국,경상남도 밀양시 초동면 신호리 32-5 ,경상남도 밀양시 초동면 초동로 304
1451,부산지방우정청,밀양우체국,60003380,밀양부북우체국,,별정국,경상남도 밀양시 부북면 운전리 304-7 (밀양부북우체국),경상남도 밀양시 부북면 부북로 41
1452,부산지방우정청,밀양우체국,60003390,밀양상동우체국,,별정국,경상남도 밀양시 상동면 금산리 958-1 ,경상남도 밀양시 상동면 상동로 596-1
1453,부산지방우정청,밀양우체국,60003400,밀양청도우체국,,별정국,경상남도 밀양시 청도면 구기리 96-3 ,경상남도 밀양시 청도면 청도로 106
1454,부산지방우정청,밀양우체국,60003440,밀양밀성우편취급국,,취급국,경상남도 밀양시 내이동 1540-15 ,경상남도 밀양시 시청서길 23
1455,부산지방우정청,밀양우체국,60003420,삼랑진임천우편취급국,,취급국,경상남도 밀양시 삼랑진읍 임천리 478-3 ,경상남도 밀양시 삼랑진읍 임천2길 5
1456,부산지방우정청,밀양우체국,60003430,밀양예림우편취급국,,취급국,경상남도 밀양시 상남면 예림리 924-1,경상남도 밀양시 상남면 밀양대로 1527
1457,부산지방우정청,사천우체국,60004490,사천우체국,총괄국,5급,경상남도 사천시 사천읍 수석리 259-9 ,경상남도 사천시 사천읍 진삼로 1484
1458,부산지방우정청,사천우체국,60004500,삼천포우체국,,6급,경상남도 사천시 벌리동 480-5 ,경상남도 사천시 중앙로 120
1460,부산지방우정청,사천우체국,60004510,사천곤양우체국,,6급,경상남도 사천시 곤양면 남문외리 71-3 ,경상남도 사천시 곤양면 곤양로 103-1
1461,부산지방우정청,사천우체국,60004590,사천선구동우체국,,6급,경상남도 사천시 선구동 20-12 ,경상남도 사천시 중앙로 50
1462,부산지방우정청,사천우체국,60004520,사천용현우체국,,6급,경상남도 사천시 용현면 송지리 200-3 ,경상남도 사천시 용현면 진삼로 636
1463,부산지방우정청,사천우체국,60004530,사천곤명우체국,,별정국,경상남도 사천시 곤명면 정곡리 857-3 ,경상남도 사천시 곤명면 경서대로 3421
1464,부산지방우정청,사천우체국,60004540,사천서포우체국,,별정국,경상남도 사천시 서포면 구평리 890-3 ,경상남도 사천시 서포면 서포로 295
1465,부산지방우정청,사천우체국,60004550,사천정동우체국,,별정국,경상남도 사천시 정동면 대곡리 313-4 ,경상남도 사천시 정동면 상정대로 2540-49
1466,부산지방우정청,사천우체국,60004560,사천축동우체국,,별정국,경상남도 사천시 축동면 배춘리769 ,경상남도 사천시 축동면 길평길 37
1467,부산지방우정청,사천우체국,60004570,사천사남우체국,,별정국,경상남도 사천시 사남면 화전리 1167-1 ,경상남도 사천시 사남면 진삼로 1130
1468,부산지방우정청,사천우체국,60004630,사천동서금동우편취급국,,취급국,경상남도 사천시 동금동 52-12 ,경상남도 사천시 남일로 52
1469,부산지방우정청,산청우체국,60007390,산청우체국,총괄국,5급,경상남도 산청군 산청읍 산청리 185 ,경상남도 산청군 산청읍 덕계로 7
1470,부산지방우정청,산청우체국,60007400,생초우체국,,6급,경상남도 산청군 생초면 어서리 341-1 ,경상남도 산청군 생초면 새실로 7
1471,부산지방우정청,산청우체국,60007410,단성우체국,,6급,경상남도 산청군 단성면 성내리 588-1 ,경상남도 산청군 단성면 목화로 977
1472,부산지방우정청,산청우체국,60007420,산청신등우체국,,6급,경상남도 산청군 신등면 단계리 697 ,경상남도 산청군 신등면 신등가회로 30
1473,부산지방우정청,산청우체국,60007430,산청시천우체국,,6급,경상남도 산청군 시천면 사리 930-15 ,경상남도 산청군 시천면 남명로 206
1474,부산지방우정청,산청우체국,60007440,차황우체국,,6급,경상남도 산청군 차황면 부리 333-2 (차황우체국),경상남도 산청군 차황면 친환경로 3582
1475,부산지방우정청,산청우체국,60007450,산청금서우체국,,별정국,경상남도 산청군 금서면 주상리174-1 ,경상남도 산청군 금서면 동의보감로 1058
1476,부산지방우정청,산청우체국,60007460,산청신안우체국,,별정국,경상남도 산청군 신안면 하정리729-5,경상남도 산청군 신안면 원지강변로63번길 30-18
1477,부산지방우정청,산청우체국,60007470,산청생비량우체국,,별정국,경상남도 산청군 생비량면 도리 599-4 ,경상남도 산청군 생비량면 비량로 49
1478,부산지방우정청,산청우체국,60007480,산청삼장우체국,,별정국,경상남도 산청군 삼장면 대포리 91-3 ,경상남도 산청군 삼장면 덕산대포로 262
1479,부산지방우정청,산청우체국,60007490,산청오부우체국,,별정국,경상남도 산청군 오부면 오전리927-3 ,경상남도 산청군 오부면 오동로 651
1480,부산지방우정청,의령우체국,60002430,의령우체국,총괄국,5급,경상남도 의령군 의령읍 중동리 417-1 ,경상남도 의령군 의령읍 충익로 21
1481,부산지방우정청,의령우체국,60002460,신반우체국,,6급,경상남도 의령군 부림면 신반리 350-1 ,경상남도 의령군 부림면 대한로 1764
1482,부산지방우정청,의령우체국,60002440,의령정곡우체국,,6급,경상남도 의령군 정곡면 중교리 417-8 ,경상남도 의령군 정곡면 법정로 932-5
1483,부산지방우정청,의령우체국,60002450,의령지정우체국,,6급,경상남도 의령군 지정면 봉곡리 752-6 ,경상남도 의령군 지정면 함의로5길 3
1484,부산지방우정청,의령우체국,60002480,의령대의우체국,,별정국,경상남도 의령군 대의면 마쌍리 442 ,경상남도 의령군 대의면 대의로 53-6
1485,부산지방우정청,의령우체국,60002490,의령궁류우체국,,별정국,경상남도 의령군 궁류면 토곡리 740-1 ,경상남도 의령군 궁류면 궁류로 125
1486,부산지방우정청,의령우체국,60002500,의령화정우체국,,별정국,경상남도 의령군 화정면 상정리 614-3 ,경상남도 의령군 화정면 화정로 299
1487,부산지방우정청,의령우체국,60002510,의령봉수우체국,,별정국,경상남도 의령군 봉수면 죽전리 539-3 ,경상남도 의령군 봉수면 대한로 1225
1488,부산지방우정청,의령우체국,60002520,의령용덕우체국,,별정국,경상남도 의령군 용덕면 정동리 640-3 ,경상남도 의령군 용덕면 의합대로 364
1489,부산지방우정청,의령우체국,60002530,의령가례우체국,,별정국,경상남도 의령군 가례면 가례리 239-3 ,경상남도 의령군 가례면 의병로 56
1490,부산지방우정청,의령우체국,60002540,의령낙서우체국,,별정국,경상남도 의령군 낙서면 전화리 258-6 ,경상남도 의령군 낙서면 낙서로 506
1491,부산지방우정청,의령우체국,60002550,의령칠곡우체국,,별정국,경상남도 의령군 칠곡면 외조리 86-2 ,경상남도 의령군 칠곡면 칠곡로 65
1492,부산지방우정청,의령우체국,60012950,의령유곡취급국,,취급국,경상남도 의령군 유곡면 송산리 253-3 (촌국수),경상남도 의령군 유곡면 청정로 1742
1493,부산지방우정청,창녕우체국,60003500,창녕우체국,총괄국,5급,경상남도 창녕군 창녕읍 교하리 43-1 ,경상남도 창녕군 창녕읍 화왕산1로 41
1494,부산지방우정청,창녕우체국,60003510,창녕영산우체국,,6급,경상남도 창녕군 영산면 서리 144-1 ,경상남도 창녕군 영산면 연지길 11
1495,부산지방우정청,창녕우체국,60003520,창녕남지우체국,,6급,경상남도 창녕군 남지읍 남지리 663-66 ,경상남도 창녕군 남지읍 낙동로 460
1496,부산지방우정청,창녕우체국,60003530,창녕대합우체국,,6급,경상남도 창녕군 대합면 십이리 219-2 ,경상남도 창녕군 대합면 십이리2길 3
1497,부산지방우정청,창녕우체국,60003540,창녕부곡우체국,,6급,경상남도 창녕군 부곡면 거문리 181-6 ,경상남도 창녕군 부곡면 신촌길 2
1498,부산지방우정청,창녕우체국,60003560,창녕유어우체국,,별정국,경상남도 창녕군 유어면 부곡리15-3 ,경상남도 창녕군 유어면 유어장마로 757
1499,부산지방우정청,창녕우체국,60003570,창녕계성우체국,,별정국,경상남도 창녕군 계성면 계성리 608-1 ,경상남도 창녕군 계성면 영산계성로 467
1500,부산지방우정청,창녕우체국,60003590,창녕성산우체국,,별정국,경상남도 창녕군 성산면 대견리 178-1 ,경상남도 창녕군 성산면 창한로 433
1501,부산지방우정청,창녕우체국,60003600,창녕도천우체국,,별정국,경상남도 창녕군 도천면 도천리 1033-1 ,경상남도 창녕군 도천면 영산도천로 352
1502,부산지방우정청,창녕우체국,60003610,창녕대지우체국,,별정국,경상남도 창녕군 대지면 모산리 530-1 ,경상남도 창녕군 대지면 우포2로 972-1
1503,부산지방우정청,창녕우체국,60003620,창녕길곡우체국,,별정국,경상남도 창녕군 길곡면 증산리 520 ,경상남도 창녕군 길곡면 낙동로 1507
1504,부산지방우정청,창녕우체국,60003630,창녕장마우체국,,별정국,경상남도 창녕군 장마면 강리 806-4 ,경상남도 창녕군 장마면 강리길 29
1505,부산지방우정청,하동우체국,60004150,하동우체국,총괄국,5급,경상남도 하동군 하동읍 읍내리 408-1 ,경상남도 하동군 하동읍 중앙로 40
1506,부산지방우정청,하동우체국,60004160,진교우체국,,6급,경상남도 하동군 진교면 진교리 300 ,경상남도 하동군 진교면 민다리길 63
1507,부산지방우정청,하동우체국,60004170,하동금남우체국,,6급,경상남도 하동군 금남면 계천리 355-11,경상남도 하동군 금남면 섬진강대로 973-16
1508,부산지방우정청,하동우체국,60004180,악양우체국,,6급,경상남도 하동군 악양면 정서리 285-1,경상남도 하동군 악양면 악양서로 357
1509,부산지방우정청,하동우체국,60004190,옥종우체국,,6급,경상남도 하동군 옥종면 청룡리 119-3 ,경상남도 하동군 옥종면 덕천로 5
1510,부산지방우정청,하동우체국,60004250,화개우체국,,6급,경상남도 하동군 화개면 탑리 637-11 (화개우체국),경상남도 하동군 화개면 쌍계로 50
1511,부산지방우정청,하동우체국,60004280,하동금성우체국,,6급,경상남도 하동군 금성면 갈사리 786-5 ,경상남도 하동군 금성면 금성로 515
1512,부산지방우정청,하동우체국,60004200,청암우체국,,별정국,경상남도 하동군 청암면 평촌리 565-7 ,경상남도 하동군 청암면 청학로 671
1513,부산지방우정청,하동우체국,60004210,하동북천우체국,,별정국,경상남도 하동군 북천면 직전리 588-5 (북천우체국),경상남도 하동군 북천면 경서대로 2448
1514,부산지방우정청,하동우체국,60004220,하동횡천우체국,,별정국,경상남도 하동군 횡천면 횡천리 565-1 ,경상남도 하동군 횡천면 경서대로 1177
1515,부산지방우정청,하동우체국,60004240,하동적량우체국,,별정국,경상남도 하동군 적량면 관리 42-6 ,경상남도 하동군 적량면 적량로 100
1516,부산지방우정청,하동우체국,60004260,하동양보우체국,,별정국,경상남도 하동군 양보면 운암리 155 (양보우체국),경상남도 하동군 양보면 진양로 729
1517,부산지방우정청,하동우체국,60013180,하동노량우편취급국,,취급국,경상남도 하동군 금남면 노량리 738-4 ,경상남도 하동군 금남면 노량해안길 31
1518,부산지방우정청,함안우체국,60002610,함안우체국,총괄국,5급,경상남도 함안군 가야읍 말산리 210-5 ,경상남도 함안군 가야읍 함안대로 523
1519,부산지방우정청,함안우체국,60002630,군북우체국,,6급,경상남도 함안군 군북면 중암리 90-8 ,경상남도 함안군 군북면 중암7길 6
1520,부산지방우정청,함안우체국,60002620,칠원우체국,,6급,경상남도 함안군 칠원읍 구성리 649,경상남도 함안군 칠원읍 용산1길 39
1521,부산지방우정청,함안우체국,60002660,함읍우체국,,6급,경상남도 함안군 함안면 북촌리 957-1 ,경상남도 함안군 함안면 북촌2길 50-21
1522,부산지방우정청,함안우체국,60002640,함안대산우체국,,별정국,경상남도 함안군 대산면 구혜리 263-2 (함안대산우체국),경상남도 함안군 대산면 대산중앙로 187
1523,부산지방우정청,함안우체국,60002650,함안법수우체국,,별정국,경상남도 함안군 법수면 우거리 780-2 ,경상남도 함안군 법수면 우거북길 24
1524,부산지방우정청,함안우체국,60002690,함안산인우체국,,별정국,경상남도 함안군 산인면 송정리 1021-5 ,경상남도 함안군 산인면 가야로 221
1525,부산지방우정청,함안우체국,60002670,함안칠북우체국,,별정국,경상남도 함안군 칠북면 화천리 143-2 ,경상남도 함안군 칠북면 칠북로 31
1526,부산지방우정청,함안우체국,60002680,함안칠서우체국,,별정국,경상남도 함안군 칠서면 대치리 316-9,경상남도 함안군 칠서면 공단상가3길 20
1527,부산지방우정청,함안우체국,60002710,함안아라우편취급국,,취급국,경상남도 함안군 가야읍 말산리 592-4 ,경상남도 함안군 가야읍 가야로 93
1528,부산지방우정청,함안우체국,60012980,함안월촌우편취급국,,취급국,경상남도 함안군 군북면 월촌리 1545-10 (엔젤커피숍),경상남도 함안군 군북면 월촌안길 119
1530,부산지방우정청,함양우체국,60007220,함양우체국,총괄국,5급,경상남도 함양군 함양읍 운림리 40-2 ,경상남도 함양군 함양읍 학사루길 1
1531,부산지방우정청,함양우체국,60007230,안의우체국,,6급,경상남도 함양군 안의면 당본리 5-8 ,경상남도 함양군 안의면 광풍로 114
1532,부산지방우정청,함양우체국,60007240,수동우체국,,6급,경상남도 함양군 수동면 화산리 1251-11 ,경상남도 함양군 수동면 수동길 21
1533,부산지방우정청,함양우체국,60007250,서상우체국,,6급,경상남도 함양군 서상면 대남리 1838-4 ,경상남도 함양군 서상면 서상로 295-1
1534,부산지방우정청,함양우체국,60007260,마천우체국,,6급,경상남도 함양군 마천면 가흥리 534 ,경상남도 함양군 마천면 천왕봉로 1169
1535,부산지방우정청,함양우체국,60007270,함양서하우체국,,별정국,경상남도 함양군 서하면 송계리 1242-1 ,경상남도 함양군 서하면 함양남서로 3944
1536,부산지방우정청,함양우체국,60007280,함양백전우체국,,별정국,경상남도 함양군 백전면 평정리 391-1 (함양백전우체국),경상남도 함양군 백전면 함양남서로 2353
1537,부산지방우정청,함양우체국,60007290,함양지곡우체국,,별정국,경상남도 함양군 지곡면 창평리 547-9 ,경상남도 함양군 지곡면 병곡지곡로 966-16
1538,부산지방우정청,함양우체국,60007300,함양휴천우체국,,별정국,경상남도 함양군 휴천면 목현리 141 ,경상남도 함양군 휴천면 목현옥매로 26
1539,부산지방우정청,함양우체국,60007310,함양병곡우체국,,별정국,경상남도 함양군 병곡면 송평리 533 ,경상남도 함양군 병곡면 함양남서로 1758
1540,부산지방우정청,함양우체국,60007330,함양천령우편취급국,,취급국,경상남도 함양군 함양읍 교산리 328-17,경상남도 함양군 함양읍 함양로 1194
1541,부산지방우정청,합천우체국,60007000,합천우체국,총괄국,5급,경상남도 합천군 합천읍 합천리 791 ,경상남도 합천군 합천읍 동서로 56
1542,부산지방우정청,합천우체국,60007020,야로우체국,,6급,경상남도 합천군 야로면 구정리 250 - 1 ,경상남도 합천군 야로면 가야산로 346-1
1543,부산지방우정청,합천우체국,60007030,삼가우체국,,6급,경상남도 합천군 삼가면 금리 74 ,경상남도 합천군 삼가면 삼가1로 67
1544,부산지방우정청,합천우체국,60007010,초계우체국,,6급,경상남도 합천군 초계면 초계리 404 - 4 ,경상남도 합천군 초계면 초계중앙로 15
1545,부산지방우정청,합천우체국,60007040,대병우체국,,6급,경상남도 합천군 대병면 회양리 886 - 2 ,경상남도 합천군 대병면 신성동길 32
1546,부산지방우정청,합천우체국,60007050,봉산우체국,,6급,경상남도 합천군 봉산면 김봉리 320 - 3 ,경상남도 합천군 봉산면 서부로 4351
1547,부산지방우정청,합천우체국,60007060,합천율곡우체국,,별정국,경상남도 합천군 율곡면 영전리 464 - 3 ,경상남도 합천군 율곡면 동부로 586
1548,부산지방우정청,합천우체국,60007080,합천가야우체국,,별정국,경상남도 합천군 가야면 야천리 465 - 7 ,경상남도 합천군 가야면 가야시장로 86-1
1549,부산지방우정청,합천우체국,60007070,합천묘산우체국,,별정국,경상남도 합천군 묘산면 산제리 28 - 9 ,경상남도 합천군 묘산면 묘산로 153
1550,부산지방우정청,합천우체국,60007090,합천대양우체국,,별정국,경상남도 합천군 대양면 덕정리 665-7 (대양우체국),경상남도 합천군 대양면 대야로 272
1551,부산지방우정청,합천우체국,60007100,합천해인사우체국,,별정국,경상남도 합천군 가야면 치인리 산 20-1 (해인사우체국),경상남도 합천군 가야면 가야산로 1816
1552,부산지방우정청,합천우체국,60007110,합천가회우체국,,별정국,경상남도 합천군 가회면 덕촌리 385 - 4 ,경상남도 합천군 가회면 황매산로 54
1553,부산지방우정청,합천우체국,60007120,합천쌍백우체국,,별정국,경상남도 합천군 쌍백면 평구리 536-6 ,경상남도 합천군 쌍백면 쌍백중앙로 51
1554,부산지방우정청,합천우체국,60007130,합천쌍책우체국,,별정국,경상남도 합천군 쌍책면 성산리 124,경상남도 합천군 쌍책면 성산우회로 5
1555,부산지방우정청,합천우체국,60007140,합천청덕우체국,,별정국,경상남도 합천군 청덕면 두곡리 340 - 3 ,경상남도 합천군 청덕면 동부로 1748
1556,부산지방우정청,합천우체국,60007150,합천용주우체국,,별정국,경상남도 합천군 용주면 용지리 404-4,경상남도 합천군 용주면 황계폭포로 1160
1557,부산지방우정청,합천우체국,60007510,합천적중우체국,,별정국,경상남도 합천군 적중면 상부리 830-2 ,경상남도 합천군 적중면 적중로 90
1558,부산지방우정청,합천우체국,60007160,합천덕곡우체국,,별정국,경상남도 합천군 덕곡면 율지리 99-1,경상남도 합천군 덕곡면 율지1길 20
1559,부산지방우정청,부산국제우체국,60007620,부산국제우체국,,5급,경상남도 양산시 동면 석산리 1422-1 ,경상남도 양산시 동면 남양산1길 30
1560,부산지방우정청,창원우편집중국,60007680,창원우편집중국,,5급,경상남도 창원시 성산구 신촌동 62-1 ,경상남도 창원시 성산구 적현로 311
1561,부산지방우정청,진주우편집중국,60007740,진주우편집중국,,5급,경상남도 진주시 금산면 중천리 276-13 ,경상남도 진주시 금산면 중천로 25
1562,부산지방우정청,울산우편집중국,60008250,울산우편집중국,,5급,울산광역시 북구 진장동 284-3 ,울산광역시 북구 진장유통로 34
1563,충청지방우정청,대전우체국,30000260,대전우체국,총괄국,4급,대전광역시 동구 원동 34-1,대전광역시 동구 대전로 757
1564,충청지방우정청,대전우체국,30000280,대전삼성동우체국,,6급,대전광역시 동구 삼성1동 292-18,대전광역시 동구 우암로85번길 24
1565,충청지방우정청,대전우체국,30000290,대전소제동우체국,,6급,대전광역시 동구 소제동 298-14,대전광역시 동구 계족로 271
1566,충청지방우정청,대전우체국,30000300,대전가양동우체국,,6급,대전광역시 동구 가양동 416-8,대전광역시 동구 동대전로 278
1567,충청지방우정청,대전우체국,30000310,대전용전동우체국,,6급,대전광역시 동구 용전동 123-8,대전광역시 동구 계족로 482
1568,충청지방우정청,대전우체국,30000770,대전가오동우체국,,6급,대전광역시 동구 가오동 561-1번지,대전광역시 동구 동구청로 117
1569,충청지방우정청,대전우체국,30000320,대전판암동우체국,,6급,대전광역시 동구 판암동 247,대전광역시 동구 동부로 35
1570,충청지방우정청,대전우체국,30000780,대전낭월동우체국,,6급,대전광역시 동구 낭월동 458,대전광역시 동구 산내로 1323
1571,충청지방우정청,대전우체국,30000270,대전비룡동우체국,,별정국,대전광역시 동구 비룡동 549-1,대전광역시 동구 옥천로 427
1572,충청지방우정청,대전우체국,30000390,대전효천우편취급국,,취급국,대전광역시 동구 인동 353 어진마을아파트 상가 202호,대전광역시 동구 계족로 65
1573,충청지방우정청,대전우체국,30000370,대전대자양우편취급국,,취급국,대전광역시 동구 자양동 197-18,대전광역시 동구 동대전로 202
1574,충청지방우정청,대전우체국,30000350,대전용운아파트우편취급국,,취급국,대전광역시 동구 용운동 372-5,대전광역시 동구 새울로 85-2
1575,충청지방우정청,대전우체국,30000420,대전성남2동우편취급국,,취급국,대전광역시 동구 성남동 47-23,대전광역시 동구 계족로 328
1576,충청지방우정청,대전우체국,30000400,대전홍도동우편취급국,,취급국,대전광역시 동구 홍도동 23-12,대전광역시 동구 동산초교로 15
1577,충청지방우정청,대전우체국,30000360,대전산내우편취급국,,취급국,대전광역시 동구 대성동 30,대전광역시 동구 대전로340번길 20
1578,충청지방우정청,대전우체국,30000790,대전대학교우편취급국,,취급국,대전광역시 동구 용운동 96-3,대전광역시 동구 대학로 62
1579,충청지방우정청,대전우체국,30000800,우송대학교우편취급국,,취급국,대전광역시 동구 자양동 246-1 우송대학교 서캠퍼스 W16 학생회관 1층,대전광역시 동구 동대전로 171
1580,충청지방우정청,서대전우체국,30000890,서대전우체국,총괄국,4급,대전광역시 중구 문화1동 1-217,대전광역시 중구 계룡로 914
1581,충청지방우정청,서대전우체국,30000900,대전선화동우체국,,6급,대전광역시 중구 선화동 64,대전광역시 중구 중앙로129번길 5
1582,충청지방우정청,서대전우체국,30000920,대전부사동우체국,,6급,대전광역시 중구 부사동 89-6,대전광역시 중구 대종로 374
1583,충청지방우정청,서대전우체국,30000930,대전목동우체국,,6급,대전광역시 중구 목동 1-1,대전광역시 중구 동서대로 1411
1584,충청지방우정청,서대전우체국,30000990,대전문화2동우체국,,6급,대전광역시 중구 문화2동 772,대전광역시 중구 당디로6번길 98
1585,충청지방우정청,서대전우체국,30000910,대전대흥동우체국,,6급,대전광역시 중구 대흥동 103-1,대전광역시 중구 대흥로 184
1586,충청지방우정청,서대전우체국,30000960,대전호동우체국,,6급,대전광역시 중구 호동 7-10,대전광역시 중구 대종로 150
1587,충청지방우정청,서대전우체국,30000970,대전오류동우체국,,6급,대전광역시 중구 오류동 156-1,대전광역시 중구 계백로 1709-10
1588,충청지방우정청,서대전우체국,30000980,대전태평동우체국,,6급,대전광역시 중구 태평2동 377-1,대전광역시 중구 태평로 113
1589,충청지방우정청,서대전우체국,30001060,대전문창2동우편취급국,,취급국,대전광역시 중구 문창동 365-11,대전광역시 중구 보문로 24-1
1590,충청지방우정청,서대전우체국,30001020,대전옥계동우편취급국,,취급국,대전광역시 중구 옥계동 48-25,대전광역시 중구 모암로7번길 150
1591,충청지방우정청,서대전우체국,30001050,대전용두2동우편취급국,,취급국,대전광역시 중구 용두동 117-3,대전광역시 중구 동서대로1321번길 19
1592,충청지방우정청,서대전우체국,30001030,대전천근우편취급국,,취급국,대전광역시 중구 문화동 284-51,대전광역시 중구 서문로43번길 64
1593,충청지방우정청,서대전우체국,30001070,한밭산성우편취급국,,취급국,대전광역시 중구 사정동 356-7,대전광역시 중구 대둔산로 345
1594,충청지방우정청,서대전우체국,30001000,대전성모병원우편취급국,,취급국,대전광역시 중구 대흥동 520-2,대전광역시 중구 대흥로 64
1595,충청지방우정청,서대전우체국,30001040,대전유천1동우편취급국,,취급국,대전광역시 중구 유천1동 306-18,대전광역시 중구 계백로 1550
1596,충청지방우정청,대전유성우체국,30001340,대전유성우체국,총괄국,4급,대전광역시 유성구 봉명동 537-8,대전광역시 유성구 온천로 51
1597,충청지방우정청,대전유성우체국,30001400,국방과학연구소출장소,,출장소,대전광역시 유성구 수남동 111,대전광역시 유성구 북유성대로488번길 160
1599,충청지방우정청,대전유성우체국,30001420,대전봉명동우체국,,6급,대전광역시 유성구 봉명동 444-13,대전광역시 유성구 계룡로 61
1600,충청지방우정청,대전유성우체국,30001440,대전어은동우체국,,6급,대전광역시 유성구 어은동 99번지,대전광역시 유성구 어은로 57
1601,충청지방우정청,대전유성우체국,30001380,대덕연구단지우체국,,6급,대전광역시 유성구 도룡동 394-3,대전광역시 유성구 대덕대로 587
1602,충청지방우정청,대전유성우체국,30001430,대전전민동우체국,,6급,대전광역시 유성구 전민동 467-5,대전광역시 유성구 엑스포로 486-22
1603,충청지방우정청,대전유성우체국,30001460,대전지족동우체국,,6급,대전광역시 유성구 지족동 913,대전광역시 유성구 은구비로 52
1604,충청지방우정청,대전유성우체국,30001800,대덕테크노밸리우체국,,6급,대전광역시 유성구 관평동 904번지,대전광역시 유성구 테크노4로 127
1605,충청지방우정청,대전유성우체국,30001810,대전노은2동우체국,,6급,대전광역시 유성구 반석동 620-2,대전광역시 유성구 반석동로 53
1606,충청지방우정청,대전유성우체국,30001450,한국전자통신연구원우체국,,6급,대전광역시 유성구 가정동 149,대전광역시 유성구 가정로 218
1608,충청지방우정청,대전유성우체국,30001350,진잠우체국,,별정국,대전광역시 유성구 원내동 92-14,대전광역시 유성구 원내로39번길 25
1609,충청지방우정청,대전유성우체국,30001360,대전신성동우체국,,별정국,대전광역시 유성구 신성동 138-9,대전광역시 유성구 신성로 73
1610,충청지방우정청,대전유성우체국,30001820,충남대학교우편취급국,,취급국,대전광역시 유성구 궁동 220 ,대전광역시 유성구 대학로 99
